premise,hypothesis,label,lang_abv
a man is pushing many cart of bread down the street .,a woman is reading a book .,2,en
a child with wet hair is holding a butterfly decorated beach ball .,the cat is awake .,2,en
a little girl in a gray jacket is riding her bicycle .,the man is on a boat .,2,en
an indian woman is dancing with her partner .,a person is driving a car .,2,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,the brown dog cooks the ball .,2,en
an obe white male wearing a blue shirt and k shorts sits in front of fountain all while ga on phone .,a woman in a dress is walking through the desert,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,a woman is on a land .,2,en
a woman in a green flower dress is holding a container of yarn animals .,a man is on mars .,2,en
a boy roller in the street .,a boy is crying because he scores a soccer ball .,2,en
"two hockey players on opposing teams , one in a red and white jersey and one in a blue and black jersey , are standing on the rink",two guys are wrestling in the park .,2,en
a motor is flying through the air above a dirt path .,the man is yelling at his mother in the only .,2,en
a bearded man sits near a white van .,the children are walking to the park .,2,en
a blond woman is looking at a camera that a brunette woman is holding in front of a wall with several pieces of art on it .,the boy rode his bike with his white horse,2,en
children in yellow sports uniforms climbing a tower .,boy is sitting on the street .,2,en
a man speaking with two women .,the lady is running through the pasture .,2,en
a man walks into a transportation station and two officers in neon jackets stand guard .,the woman is wearing a white dress .,2,en
two small boys dressed in tu sitting on a red carpet floor .,the jo are eating .,2,en
the gentlemen with the red plaid shirt and black pants is speaking to a young lady holding a blue folder .,the man is on the street,2,en
a group of girls in black and white spotted skirts cross a street .,the people are inside the house .,2,en
a man in a jean jacket is reaching into a bag and walking past two women .,the woman is running a marathon .,2,en
a woman standing in front of a large tank at an aquarium turns around to look at the photographer .,the person is asleep in the car .,2,en
a boy splash through the ocean .,a singer is standing near a sign .,2,en
a man with beard sitting down playing an acoustic guitar .,a woman sits in front of a large crowd .,2,en
a woman in a red jacket walks down the street in the rain .,a man is sitting on a couch .,2,en
a performance group is staged in one collective motion .,a woman is asleep in the living room .,2,en
"a musician playing a guitar and harmonica singing a song with "" whatever it takes "" written on his guitar .",a man is relaxing in the grass .,2,en
several street vehicles pass by a traditional architecture style of thailand .,the man and woman are leaving the house .,2,en
one many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle,a family is looking on a window .,2,en
