premise,hypothesis,label,lang_abv
two people wearing green rain sit in blue b that are otherwise empty .,a woman is wearing a black dress .,0,en
five young indian girls dress in colorful dresses are holding hands and smiling forming a circle,a young boy has a white basket on his face .,0,en
a boy drag his sl through the snow .,people are trying to watch the two girls play .,1,en
a little boy playing outside on the cement .,the boy is female .,1,en
a young black man is getting his hair buzzed off .,the kids are playing in the sand .,2,en
"three people wearing black blind near a "" sal o planet "" sign .",the woman is wearing red .,0,en
male wearing brown shorts and black t - shirt in his bedroom with his feet on the desk talking on the phone .,the man is on the surf,2,en
"one young boy in a yellow long - sleeve shirt and jeans sitting down , with five adults in front of him , one operating a video",a man is standing on a bike is selling things to children .,0,en
a man in military uniform points as three other men watch .,a man eating a sandwich .,1,en
the little boy is smiling as he crosses a rope on an assault course .,the man and woman are standing outside .,0,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,a boy is wearing a red shirt .,1,en
a woman wearing a red hat and red banda followed by a man in a red banda .,the man is walking to work,1,en
a man with black clothing is sweeping steps with a broom .,a person is standing in a field .,0,en
an enthusiastic boy pushes a shopping cart containing a smiling boy .,the two men are looking for something .,1,en
a fire with a neon helmet and a pick inspect some debris with a flashlight .,an asian man is sitting .,2,en
a boy at the beach runs through the surf towards three other people who are already in the water .,there is a boy in this picture,2,en
men wearing life vest speed across a body of water in an orange boat .,the girl is wearing a red shirt .,0,en
the man in the white shirt holds up a playing card .,a man wearing a coat is happily wearing a helmet .,2,en
a lady in a white tank and shorts fixing a wooden drawer .,a lady is watching tv in bed .,2,en
"a man dressed in a blue shirt , tan shorts , and a red baseball cap is examining a red antique car with an u . s .",a woman is reading a book .,1,en
a blond - haired baby is sitting on the floor playing with toys while looking at a black and white cat .,a man is selling baskets .,2,en
elderly woman climbing up the stairs .,nobody is reading,0,en
"three men are playing soccer , two of them in blue uniforms and the other in a bright green uniform .",the man is wearing a green ts shirt .,0,en
"three men , who appear to be asian , are con near a carved wall , while another man sits on a bench with his eyes",a woman is sitting on a motorcycle .,0,en
several members of a community are celebrating with music and costumes during a festival or party .,the man is watching the part of the store .,0,en
a cobb street lined with houses and some pedestrians milling around .,a woman is staring at her red bike .,2,en
a woman and child are on a boat and the woman is looking out into the ocean through a scope .,the ladies are singing a song .,0,en
two people standing behind a son display and a woman with a stroll on the other side .,a man is taking a break from work .,0,en
person walking down lighted tunnel with green hand .,the two dogs are playing with a cat .,2,en
a man with a light blue t - shirt outside in the open wearing red ear protection while firing a gun .,the girl is hanging from her drink,1,en
a motor is flying through the air above a dirt path .,a man is walking .,2,en
a man and wife stand at the alter as they get married .,the woman is up .,0,en
african woman walking through field .,two dogs are playing in the water .,0,en
a man is holding an accordion while leaning against a brown fence that overlook some water .,a girl is para together .,2,en
a dog carries an object in the snow .,a child is playing on the playground,1,en
"a group of men in blue shirts , banded hats , and red banda stand in a group .",a man is wearing a tu .,1,en
construction workers on lifts working on a building .,a woman is walking outside .,2,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",an animal is moving fast .,1,en
one many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle,a man is walking down a street .,0,en
a woman in a red jacket walks down the street in the rain .,two people are walking in the park .,2,en
an indian woman is dancing with her partner .,a guy is looking at a book .,1,en
three children are shooting guns in the woods .,the lady is carrying a new tray .,0,en
a red truck is parked next to a burning blue building while a man in a green vest runs toward it .,a little boy is wearing a pink shirt while on a skate for friends,1,en
a b rider is in mid while on a dirt trail .,the dog is running .,1,en
in this picture it appears that a man is falling off a bull while attempting to ride the animal .,the woman in green is holding a ball .,0,en
a boy in a beige shirt is sleeping in a car .,the people are outside .,2,en
a man walking and carrying a notebook .,a man throws a pitch .,1,en
two men are shirt on the beach on a beautiful day .,the man is inside .,2,en
"a person of ind sex wearing a dark hat , neutral pants , and a red shirt walking up a rocky slope at high altitude in",three children are playing,0,en
men wearing hats walk on the street .,a kid is playing with his friends on the beach .,1,en
a female camera operator is capturing some off - camera activity .,two men are on a soccer team .,1,en
a crowd of people in stadium style seating appear di in the venue .,a man has a hat who has his head on his face .,1,en
a snow on a wide plain of snow,the couple is walking down the street to go to the store .,1,en
women in costume stand on a stage .,the man on the bicycle is eating an ice cream cone .,1,en
a woman on the sidewalk blocks the sun from her eyes to peer down the street .,a skate is a daring,2,en
two women sitting at a table with their hands together .,there is a woman in the picture .,0,en
a group of football players is standing behind a coaching official .,a baseball player is playing .,2,en
the young lady is giving the old man a hug .,men are walking through the park .,2,en
five rodeo contestants wait their turn .,the man is in the woman ' s house .,2,en
a group of children looking at the contents of a slide through a microscope displayed on a computer screen .,the man is going to work,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",a man is driving his car .,1,en
a person wearing a red shirt is falling off a white surf .,a woman is sitting,1,en
a group of girls jumping over another girl who is laying on the floor .,a woman is singing a song .,0,en
a guy in a yellow shirt performs a balancing act on a taught chain near a canal .,a man is seated at a table with a microphone .,2,en
a dog catching a fr .,a man is holding a camera .,2,en
a woman is in the middle of hitting a tennis ball .,a bunch of people are playing golf .,2,en
a black scientist looks through a scope examining a biological specimen ' s blood cells .,three construction workers are taking a break from a construction work site .,2,en
a person swimming in a swimming pool .,the dog is small .,2,en
a woman with a blue jacket around her waist is sitting on the ledge of some stone ruins resting .,a man is playing the drums .,0,en
a tennis player in a pink outfit serves the ball to her opponent .,the two men are protesting their wedding .,2,en
man doing carp or construction on top of an unfinished building .,a man is playing with his two children .,1,en
"two cars , one red and one blue , race each other in a very tight and competitive nature as fans stand by and watch .",a man is at a restaurant .,0,en
a woman tired from her long day takes a nap on her bed above the sheets and covers .,a couple is holding hands .,2,en
the german shepherd runs happily in the park .,the man is a professional hockey player .,0,en
a surfer is performing a jumping stunt in the ocean .,someone is trying to propose for the first time .,1,en
a woman with a pink purse walks down a crowded sidewalk .,an old man is eating in the kitchen .,1,en
children playing a video game together .,some people are talking .,0,en
the skate is jumping his board in the air while another skate watches .,a woman is sitting on the bench .,1,en
cheer in blue performing on a football field underneath a yellow football goal post .,the field has dry grass .,0,en
a woman wearing purple and carrying a bag is walking out of a door .,the man is a model .,2,en
a street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old - fashioned prop film camera .,a young man plays a guitar .,0,en
young child standing on a snow pile in a city .,the girls are washing their cloth .,2,en
a choir of youths are singing .,the woman is moving her nose .,0,en
three men are playing fr in the woods .,the two men were walking down the sidewalk .,0,en
shirt man with long pole navigate covered boat down a palm tree lined river past a hut .,the man is old,0,en
"three men , one holding pipes , another holding a large object above his head , and one resting against the pipe bed on the truck , are",the people are sitting on the park bench .,0,en
a beautiful bride walking on a sidewalk with her new husband .,some people in costumes are outdoors .,2,en
a child in a maroon shirt playing next to a fountain .,people are pad through the water .,0,en
"indy car , white , blue with a red mark on the roof , rounding a turn , in front of the white car .",a woman eats a sucker .,1,en
women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .,a man is going to show off a problem .,0,en
a girl in black pants doing exercises .,the boy is out with his family .,1,en
a lit girl splash around in natural water .,the young girl is wearing a dress .,2,en
a boy in a yellow t - shirt and pink sweater talks on a cell while riding a horse through a crowd of people who are looking,a man is playing basketball .,0,en
a woman wearing a straw hat is sitting among a variety of different foods while holding a drink .,a lady holds a baby,2,en
a girl in black pants doing exercises .,the girl is eating at a restaurant .,2,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a woman is about to buy a food item .,0,en
a couple walks hand - in - hand in front of victorian - style building and a wall with a large sleeping baby painted on it .,the man is reading .,1,en
a man in a short mohawk and beard .,the boy is very tall .,0,en
a dog biting a man ' s rear,a man is doing a trick on his skate .,0,en
four men with baseball caps and logo t - shirts laughing together at a table .,two women are in a tent .,1,en
people are riding their bikes down a road .,the two men are in a chair .,1,en
a man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine .,a man is practicing for the olympics in an office .,2,en
a soccer player in white kicks a ball as another soccer player lung towards the ball and a third soccer player in red follows close by .,the man is a pro,0,en
three men are working with their bikes in the shoulder of a road .,a man is pulling a boat .,1,en
a man in a army uniform is holding a picture with trees in it .,a man has been playing guitar .,0,en
construction workers use cables to hang from the sides of buildings .,the people are outside .,1,en
"two sweet young girls on ice skate , hands up and holding on to each other get ready to begin their performance on the ice .",two people are outside in the snow on a mountain .,0,en
an old woman walking down the street .,a dog is nearby .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,two men are talking to a young man .,2,en
several younger people sitting in front of a statue .,the man is in the street,1,en
"soccer players are playing a night game and the ball is in the air , while the two teams fight for it .",a man is sleeping .,1,en
a professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch .,a man is standing in a doorway .,1,en
a group of men on a beach are chasing another man who is carrying a ball .,a man is playing basketball .,1,en
"three children and adults in the background , all pretend to sleep .",a man wearing a white shirt is walking his bicycle .,0,en
two old women sitting on curb next to flowers,a man is catching fish .,1,en
a couple walking their dog .,people sit around a star ' s .,2,en
a gentleman with his eyes closed playing an old flu into a microphone .,a kid is playing in a sp .,1,en
two people standing behind a son display and a woman with a stroll on the other side .,the man is indoors .,2,en
a man is making a phone call .,a woman in a hot tub .,1,en
a tractor decorated as a float for a parade,a man looks out the window as he blocks .,2,en
a man is walking past a large sign that says e . s . e . electronics .,a woman exercising at night .,1,en
some dogs are running on a deserted beach .,a man is riding a sc down the sidewalk .,2,en
an accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t - shirt passing by .,the man is performing a trick .,0,en
a white - clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box .,a dog is chewing on a stick,0,en
a young boy gets his photo taken with mr . and mrs . clause .,a girl is her father walking her friends .,2,en
a man in a black hat opens his mouth .,people are walking outside .,1,en
a crowd of people are packed into a subway car .,the man sits in silence .,1,en
a bi is attempting a trick on a wire in a tropical location .,a girl is sitting on the sidewalk .,2,en
man with black shirt and sunglasses makes something out of a balloon .,a father and son read,2,en
two women stand in the street both wearing matching outfits with police like jackets that say polo .,there are people camping in the forest .,0,en
a young man sleeping next to a dog .,the man is in a competition .,2,en
"a man and woman talk to another woman , all looking concerned , in a room being decorated with stream and balloons .",a child is sitting on the ground .,1,en
a man and a woman are holding hands on the shore of a lake .,the boy is watering the garden .,2,en
kids playing on the rocks with a steamboat in the background .,a woman is being chased by a man wearing a black shirt and helmet .,2,en
a man is in front of a dry in a lau with both hands reaching into a bin or basket .,a woman is on a stage .,0,en
a younger man dressed in tribal attire .,a man is on vacation .,0,en
"man in dark shirt , yellow shorts and yellow banda leaps to catch a white fr on a soccer court .",a guy is flexible on a subway .,1,en
a male sitting down enjoy his coffee at a coffee shop .,two dogs are wearing vest .,2,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,the man is outdoors .,1,en
a woman wearing a black dress and green sweater is walking down the street looking at her cell .,the men are wearing yellow suits .,1,en
asian people about to perform animal balloons .,the boy scouts are building a sand castle .,1,en
two women in bathing suits play on the beach .,someone is wearing a hat,0,en
two people play horseshoe .,the boys are playing outside .,1,en
a man with an afro and banda playing electric guitar .,the woman is wearing a red dress .,0,en
a skate with a black and white hat at the top of a jump on a snowy day .,the customer is picking flowers,0,en
"a male singer , dressed in a long purple pea coat , holding an electric guitar , singing into a microphone , while a male in sunglasses and",a man is working at a fire .,2,en
an elderly woman in a white jacket walking past a brick wall using a cain to support herself .,the people are very serious,1,en
mother and daughter are meeting for the first time .,the woman is having a coffee time .,1,en
a person obscured in shadow in a gymnasium .,the child is excited to be a strange dog .,2,en
"people are coming down a mo staircase built through a tunnel , which has three of those staircase .",a couple is leaving some food .,0,en
a man with a striped black and white shirt and a helmet clean wooden floor while another one helps him on the background .,a woman stands in front of a building .,0,en
a group of people traveling in a small wooden boat .,a man is standing on a platform .,0,en
a dog jumps over the pole .,a woman is awake and playing on the beach .,0,en
two friends having a laugh .,a man is bun jumping .,0,en
a woman in a gray sweater talking to another woman in a black jacket .,the man and woman are making music .,2,en
people sitting on benches in a public area .,a family is having a picnic .,2,en
a woman is leaning against a wall with her shoe off .,a group of people are standing in line .,1,en
people enjoying food outside of a restaurant .,a little boy is playing with a toy at an amusement park .,0,en
two people play horseshoe .,a man is wearing a white shirt .,1,en
a biker races .,the person is wearing a hat .,0,en
a man wearing shorts and a blue t - shirt is applying signage to the display window of an ice cream shop .,two young women are playing together .,1,en
people are sitting on a bench in front of buildings .,a man is drinking a martini .,0,en
women sitting at steel table next to a man standing and holding his bi .,a man with a dog in a field,1,en
a boy and girl kissing in the sunset .,a women is preparing dinner,0,en
a father is teaching his son how to ride a bicycle .,two women dancing .,2,en
a woman wearing very formal colorful clothing and she seems to be dancing .,a woman is holding a child .,2,en
a young blond girl is eating her frozen snack while sitting on a bench next to a red stroll .,two men are playing a game of rugby in a bar .,1,en
"in front of a brick house with a straw roof and some figures , three children stand , two of them holding squares of black .",a dog chases a little dog .,0,en
a man in a green shirt and large beige hat is supervising a news that sells snacks and drinks .,the men were playing volleyball,2,en
two men in hard hats and safety neon vest on sc working outside in the daylight .,the two men are old,1,en
two men are wrestling ; one has the maple leaf of the canadian flag on his uniform .,a dog is running .,2,en
a man in a construction vest is looking at a vehicle .,a man is wearing a large hat in the park .,0,en
two men reno a brick wall outside .,a young girl is talking to a baby .,1,en
a man wearing white turns to hit a yellow tennis ball .,the man is throwing stuff .,0,en
a woman standing in front of a large tank at an aquarium turns around to look at the photographer .,a woman is holding a guitar .,1,en
a white and black spotted dog is running through a grassy area .,a woman is watching a movie .,1,en
two men in neon yellow shirts bus saw a log in half .,a man and woman are working on their computer .,2,en
a man in a red sweatshirt pushes a giant redwood tree in a snowy forest .,the children are pretending to be a famous teacher .,2,en
a skate youth does a trick on a rail .,a little girl lying down .,0,en
a black dog is swimming with a ball in his mouth .,three girls are playing baseball,0,en
a woman sits in a market where she sells goods with her dog .,a group of people sit in a pool or empty field .,1,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,the man is sitting down .,2,en
a group of dogs stand in the snow .,a man is sitting on the ground .,1,en
a man in an alaska sweatshirt stands behind a counter .,two men in suits attend a party .,1,en
a child stands in a shower with clothes on .,a woman is dancing .,1,en
four people walk across stepping stones in a body of water .,two men are standing,0,en
people on a nature walk with nets and backpack with trees to the left of them .,the man is riding a bike and carrying his glasses .,2,en
the man in camouflage pants telephone 911 for the man in black sneakers who is lying on the ground having a heart attack .,two people are reading together .,2,en
man and woman rowing on surf third rower in distance .,a man is outside .,2,en
two small girls are holding stuffed animals .,two men playing guitar .,2,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",the man is wearing a jacket .,1,en
a man walks on the icy sidewalk .,a boy with a hat is vacuum the boat .,0,en
a young man wearing dark sunglasses smiling,a man is playing music .,1,en
"a black women holding a sign that says , "" free hugs "" in the city .",the dog is black and white .,2,en
a cowboy riding a horse at a rodeo .,a couple of guys are eating at a diner .,0,en
performer who is wearing 2 hats a scary mask and a black and white robe .,the woman is in a field .,0,en
the red mo bike and its rider are airborne above the trees .,a person is sitting with a dog .,1,en
two women in tank tops are drinking .,a man is trying to get a ride without a shirt on .,1,en
the indian ' s are performing a sacred dance .,a boy is playing with his friends .,1,en
