premise,hypothesis,label,lang_abv
"woman wearing dark brown leather jacket , sunglasses , brown leather boots , silver designer hand , sitting on a fire engine red park bench .",the man is wearing a blue shirt .,2,en
a group of people wait to cross the street in new york,a man is sitting in a chair .,2,en
children nap on a floor while others stand by .,a man is sitting on a bench .,2,en
a male sitting down enjoy his coffee at a coffee shop .,the woman is wearing a blue jacket .,2,en
a few young boys throwing a football over a volleyball net .,a man is standing next to a wall .,2,en
a woman in a brown shirt is kneeling in the street .,a group of people are sitting on a bench .,2,en
a black - haired woman with her hair in a high bun is having her head shaved by another woman .,a woman is sitting in a chair .,2,en
an old man looking over a sculpture .,a man is playing a guitar .,2,en
a woman is sitting down doing some sort of craft work while another person operates a large wooden lo device in the background .,the man is in a car .,2,en
a guy in glasses is biting into a pink marsh chick while somebody else is puck their lips out wanting a bite .,the man is sitting in a chair .,2,en
a crowd of people at a county fair watch three men ag a large bull .,a man is sitting on a bench .,2,en
the large white bird graz the water .,a man is sitting in a chair .,2,en
two men with tan hats working in a garden .,a man is sitting on a bench .,2,en
a man is tossing a knife in the air while another man stands nearby .,a man is sitting in a chair .,2,en
a man and a boy behind the wheel of a car .,a woman is sitting on a bench .,2,en
"four cyclists are racing on an indoor racetrack all wearing the same red , white , and blue uniforms .",the man is wearing a green shirt .,2,en
two men working on farm equipment that is being pulled by two horses .,a man is sitting on a bench .,2,en
a child buried in the sand .,a man is playing a guitar .,2,en
a car is loaded with items on the top .,the man is wearing a white shirt .,2,en
"blue , red , yellow , and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing",a man is sitting in a chair .,2,en
a black woman is sitting on the beach examining an octopus .,the man is wearing a white shirt .,2,en
the three young children played with some toilet paper in the grass .,the man is wearing a black shirt .,2,en
three girls blow out the candles of a cake made of pee .,a man is sitting in a restaurant .,2,en
a man with a beard is playing an acoustic guitar on the street .,a man is sitting in a chair .,2,en
pedestrians are gazing at a display of books set out on a sidewalk under a tree .,the man is wearing a blue shirt .,2,en
"a black women holding a sign that says , "" free hugs "" in the city .",a man is sleeping .,2,en
a man standing alone in a park .,the people are sitting in a restaurant .,2,en
a top man straps surf on top of his blue car .,a man is riding a bike .,2,en
young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background .,a man is sitting in a chair .,2,en
a woman wearing a ball cap squat down to touch the cracked earth .,a man is sitting in a chair .,2,en
cook handling hot tray with food on it .,a man is sitting in a chair .,2,en
two white dogs fighting with each other,a man is sitting in a chair .,2,en
a basketball player with green shoes is dun the ball in the net while the arena crowd looks on .,the man is wearing a blue shirt .,2,en
a girl in a black skirt and blue dress is watering flowers .,the man is in a car .,2,en
a surfer on a wave .,a man is sitting on a bench .,2,en
asian women selling fruits from baskets at an outdoor market,the man is sitting in the park .,2,en
a woman with red - hair and large tattoo is sitting in a chair outside .,a man is sitting on a bench .,2,en
six people appearing to be planting something in the ground .,the man is sitting down .,2,en
"the player in the white dr the ball , while the player in the orange tries to stop him .",a woman is sitting in a chair .,2,en
a wet dog shaking off excess water in a field .,a man is sitting in a chair .,2,en
a woman in black reviews a message as she walks to work .,the man is sitting on a bench .,2,en
small dog in costume stands on hind legs to reach dangling flowers .,a man is sitting in a chair .,2,en
a woman wearing a yellow tank top and white pants looking into a window on a city street .,a man is sitting in the grass .,2,en
"a man is holding on to a piece of rope , sitting in an in boat , in front of several other larger boats .",a man is sitting in a chair .,2,en
the blue kay is being ridden over a small waterfall .,a man is sitting in a chair .,2,en
a small dog watches two big dogs playing rough in a field .,a man is playing with a ball .,2,en
a group of children looking at the contents of a slide through a microscope displayed on a computer screen .,a man is sitting in a chair .,2,en
at least eight people are sitting at a table in a building that overlook the city .,a man is sitting in a chair .,2,en
a group of people building ginger houses .,the man is sitting on a bench .,2,en
"adults and children share in the looking at something , and some young ladies stand to the side .",the man is sitting on a bench .,2,en
3 young man in hood standing in the middle of a quiet street facing the camera .,the man is sitting on the couch .,2,en
a boy hits a tennis ball on a court .,a man is playing a guitar .,2,en
a man and a woman are dancing in the crowd .,a man is running in the park .,2,en
a girl wearing a scarf is brushing a horse .,the man is in a car .,2,en
a man performing auto repair in front of a building .,a man is sitting on a bench .,2,en
a variety of people are sitting around a tale doing craft projects .,the man is wearing a white shirt .,2,en
a group of friends are sitting at a table while drinking alcohol at their local pub .,the woman is sitting on the bench .,2,en
a woman wearing a tank top and black pants is laying on the ground while looking at a book .,a woman is standing on a bench .,2,en
a young girl with a white long - sleeve shirt on helps a young boy brown long - sleeve shirt on with tying his shoe,a man is eating a sandwich .,2,en
two men shining peoples shoes .,a man is sitting in a car .,2,en
a worker shovel dirt into a wheel .,a man is sitting on a bench .,2,en
a boy in a hat and glasses is playing a guitar .,a group of people are sitting on a bench .,2,en
a white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field .,the man is running .,2,en
a couple walks hand - in - hand in front of victorian - style building and a wall with a large sleeping baby painted on it .,the man is sitting in a chair .,2,en
stick figures in the middle of the street .,a woman is sitting in a chair .,2,en
several women wearing dresses dance in the forest .,the man is sitting in the grass .,2,en
three children hold a boy ' s arms down while another boy in a hat shoots a water gun at him .,a man is sitting in a chair .,2,en
a small child is giving heavy metal signs,the man is sitting on a bench .,2,en
two young boys are playing in a fountain in a city plaza .,a man is sitting on a bench .,2,en
a man is swimming with a little girl wearing a pink life jacket in an indoor pool,a man is playing a guitar .,2,en
a man in a red shirt and blue jeans is standing in front of a wall with other people ' s shadows in front of him on the,the woman is wearing a green shirt .,2,en
street vendors preparing and serving grille food .,the man is sitting on the bench .,2,en
man in traditional costume holding small guitar with a silver bike behind him .,a woman is sitting in a chair .,2,en
a boy watches a woman walking amidst many concrete boxes .,a woman is sitting in a chair .,2,en
a photo of a woman in a black coat standing in front of a large two - panel photo depicting a woman in a gray dress looking,a woman is sitting on a bench .,2,en
"three men dressed in white shirts and white hats , ( two with baseball caps , the leader with a white construction helmet ) , pounding sticks on",a woman is sitting in a chair .,2,en
a lady stands outside of a mexican market .,a man is sitting in a chair .,2,en
child swimming in a pool .,a man is sitting on a bench .,2,en
child plays with pigeon in busy public area while group of people watch him play .,the man is sitting on the couch .,2,en
six seated men converse and one man fiddle with an interesting contra .,the man is sitting on the couch .,2,en
"a man looks at an ipad on a subway , while a beautiful women reads a book .",a man is walking on the sidewalk .,2,en
young children play on sc .,the man is sitting on the couch .,2,en
"a man in a black shirt is about to cross the road while on his cell , another man is laying on the ground while a lady",a man is sitting on a bench .,2,en
a young child climbing a stack of logs even though the sign warns against it .,a woman is sitting on a bench .,2,en
a group of asian men are sitting or standing around a small square table .,the man is sitting on the couch .,2,en
it is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag .,the woman is sitting on a bench .,2,en
men in an office with computers and a project screen .,a man is driving a car .,2,en
two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign .,a man is sitting on a couch .,2,en
a young child plays on a beach next to an empty chair .,a man is playing a guitar .,2,en
a man dressed only in a towel is in a sa .,the man is wearing a blue shirt .,2,en
a man with a plaid shirt stands with his hand on hip at an opening of a large tree .,the man is sitting in a chair .,2,en
a canoe in the distance on a lake as seen from another canoe .,a woman is sitting on a bench .,2,en
a newspaper delivery man smiles as he walks down a sidewalk holding his papers on top of his head .,a man is playing a guitar .,2,en
a white - clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box .,the man is sitting on the couch .,2,en
construction workers on lifts working on a building .,the man is wearing a red shirt .,2,en
a man sitting on a motorcycle with a sunset directly behind him,the man is wearing a blue shirt .,2,en
a man in a one piece tunic is riding a bike in front of a sandstone wall while touching his nose .,the man is wearing a blue shirt .,2,en
three people are dressed in costumes and playing musical instruments .,a man is standing on a bench .,2,en
a man is eating food next to a child on a bench .,the man is sitting in a chair .,2,en
"an athletic woman in a gray top and black shorts , seems very focused on her roller .",a man is sitting on a bench .,2,en
there is a person walking down a tree lined street with snow scattered about .,a man is eating a sandwich .,2,en
a young boy is jumping down an in water ride .,the man is sitting on a bench .,2,en
the young man is trying to balance on the train tracks .,a woman is sitting in a chair .,2,en
two workers stretch the canvas of the advertising billboard for free range chickens to be app on a billboard .,a woman is sitting in a chair .,2,en
construction worker working on a structure,the man is in a car .,2,en
a young girl jumps off her swing in front of building .,a man is sitting on a bench .,2,en
a bald man is getting out of a small blue car .,a woman is wearing a blue shirt .,2,en
many people have decided to take a rest on the steps .,the man is sitting in a restaurant .,2,en
sm and laughing baby in a walker with fire engine airplane mobile and other toys on the floor,a man is sitting on a bench .,2,en
a young woman in a bikini looking at something in a glass case .,a man is sitting on the couch .,2,en
a little boy in a black and red striped shirt walks down a grassy hill .,the man is wearing a black shirt .,2,en
"coach talks with football player , other players and crowd in background .",a woman is wearing a red shirt .,2,en
a young girl looking down through some leaves from atop a tree .,a man is sleeping .,2,en
a boy on a bicycle in mid,the man is wearing a white shirt .,2,en
child is laughing and playing around .,a woman is sitting on the couch .,2,en
an asian woman enjoys a nice treat,a man is sitting on a bench .,2,en
a young man waits on a bench with his bag behind a few advertisements in london .,the man is wearing a white shirt .,2,en
"the festivities of the latin celebration has brought many visitors and enthusiastic , colorful , performers to the city .",a man is playing the drums .,2,en
two men climbing on a wooden sc .,a man is sitting in a restaurant .,2,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a woman is wearing a red shirt and a black shirt .,2,en
a woman wearing colonial clothing is sitting on the grass reading to a young girl .,the man is in a car .,2,en
man and women standing under a red umbrella .,a woman is swimming in the ocean .,2,en
3 ladies with numbers on their shirts running .,a man is sitting on a bench .,2,en
white dog high jumping over some pillows .,a man is sleeping .,2,en
a dog jumps over the pole .,a man is sitting on a bench .,2,en
a boy in a red hooded top is smiling whilst looking away from his reflection .,a man is sitting in a chair .,2,en
workers are scattered among the sc on an older building .,the man is in a car .,2,en
a choir practicing in a church .,the man is sitting on the couch .,2,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,the woman is wearing a pink shirt .,2,en
young child standing on a snow pile in a city .,the man is wearing a blue shirt .,2,en
four people and a baby are crossing the street at a cross .,a man is sitting on the couch .,2,en
a man shows off his spider - web face paint .,a man is sitting on a bench .,2,en
a child making a sand castle on the beach .,a man is sitting on a bench .,2,en
the young lady is giving the old man a hug .,a man is sitting in a chair .,2,en
an obama bid supporter cheers for the presidential candidate and his running mate .,a woman is sitting in a chair .,2,en
a couple walking down the street .,the man is wearing a blue shirt .,2,en
"a woman in a gray kim walks past a black car in the middle of a crowded street full of japanese signs , with a man in",a woman is sitting in a chair .,2,en
a man in a blue t - shirt is taking a picture while a woman with an umbrella walks behind him .,a man is sitting in a chair .,2,en
a couple is eating outside at a table and he is pointing at something .,the man is wearing a black shirt .,2,en
"a blond woman with a tattoo of on an angel on her arm walking down the street , a concrete wall in the background .",the man is wearing a blue shirt .,2,en
uniformed group walks down a street .,a man is sitting in a chair .,2,en
"two people kick , with others spec .",a man is sitting on a bench .,2,en
two das play with a red ball,a woman is sitting on the sidewalk .,2,en
"blond - haired girl wearing a bicycle helmet , a black t - shirt that reads "" t "" and a printed dog tag necklace",a man is sitting in a chair .,2,en
"child in blue polo are sitting around a table writing on their notebook , one is standing up .",a man is sitting on a bench .,2,en
women playing volleyball in the sand near the ocean .,the man is sitting in a car .,2,en
a man and woman setup a camera .,a man is sitting on a bench .,2,en
"two men are seen talking , one man wears pink and another is sporting a t - shirt for summer school 60th anniversary .",a man is sitting on a bench .,2,en
a man in a tank top fixing himself a hot .,the man is wearing a black shirt .,2,en
a white and black spotted dog is running through a grassy area .,a man is sitting on a bench .,2,en
a man in a leather jacket and glasses walks across an intersection while a man in a gray sweatshirt and white hat looks on .,the woman is wearing a red shirt .,2,en
a man in a blue shirt is performing a skate trick near st while two other men watch .,a man is sitting in a chair .,2,en
a passenger wearing a life jacket prepares to take a picture of a whale very close to the boat .,the man is wearing a blue shirt .,2,en
a person in blue is the only person currently throwing their ball at a bowling alley .,a man is sitting in a chair .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a man is sitting in a chair .,2,en
four children are playing in some water .,a man is sitting in a chair .,2,en
a female within the fore is heading towards a large white colored pillar that is apart of a large building with people are lo or,the woman is wearing a pink shirt .,2,en
a little boy playing with two rubber chickens .,a woman is wearing a black dress .,2,en
men sitting on the side of a brick road .,a woman is sitting in a chair .,2,en
a person wearing orange stockings and chunk boots has her legs stretched out on the grass .,a man is sitting in a chair .,2,en
two men stand in hu grass skirts stand in the back of a truck at the top of a silver ramp .,a man is sitting on a bench .,2,en
a young girl with a purple shirt and a pink hair band standing near the woods .,the man is wearing a blue shirt .,2,en
"two men in workers ' gear and colorful hard hats standing on board what appears to be a large ship , next to some very large machinery .",a man is sitting on a bench .,2,en
a male guitar player is vigorously singing a not to a song in a poorly lit room .,the man is wearing a blue shirt .,2,en
two strong men work to saw a log .,a woman is sitting on a bench .,2,en
the man in the black wet is walking out of the water .,the man is wearing a black shirt .,2,en
a person is hanging on to the bottom of an airplane preparing to sky .,a man is sitting on a bench .,2,en
a student in a green shirt is writing in a notebook .,the woman is wearing a black shirt .,2,en
a furry dog is jumping over a hurdle .,the man is wearing a blue shirt .,2,en
two children work together on a project at a table .,a man is sitting in a chair .,2,en
two people connected to ropes wearing bright orange helmets are sitting on a rocky cr high in the mountains .,a man is sitting on a bench .,2,en
"a man wearing blue pants , a white helmet , and a green - striped shirt is shown on ski in mid , against a blue",a man is sitting in a chair .,2,en
several people including a child and a clown are walking towards a snowy sidewalk,the man is sitting in a chair .,2,en
a child rides a bicycle in a sunny neighborhood .,a woman is sitting on a bench .,2,en
a woman wearing a bright orange blouse is weaving .,the man is in a car .,2,en
three women sit together near woven walls .,a man is sitting on the couch .,2,en
a member of the army is walking with a german shepard while the dog has something in has mouth .,the man is wearing a blue shirt .,2,en
"two basketball players on opposing teams , one in white , the other in red , are mid - game , running down the court , white -",the man is playing the drums .,2,en
the man in the black shirt is showing the man in the orange shirt something that he has for sale .,a woman is sitting in a chair .,2,en
a man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine .,the man is wearing a blue shirt .,2,en
a boy runs as others play on a homemade slip and slide .,a woman is sitting in a chair .,2,en
a man is sitting on the floor and is surrounded by pictures .,the man is wearing a red shirt .,2,en
"a lady , dressed in a costume , is posing with an axe in the middle of the woods .",the man is sitting on a bench .,2,en
a little boy is standing in front of a wedding party laughing .,a man is sitting on a bench .,2,en
"a man and a woman , both wearing sunglasses , embrace one another , while smiling and posing for the camera .",a man is sitting on a bench .,2,en
"a group of people are riding down a roller coaster that appears to be called the "" cyclone . """,a man is sitting in a chair .,2,en
children playing a video game together .,a man is sitting on a bench .,2,en
a person taking pictures of a young brunette girl .,a man is wearing a red shirt .,2,en
"two beautiful , little girls with dark hair and dark complexion are sitting down eating cup .",a man is sitting in a chair .,2,en
a man in a white shirt and baseball hat is pushing a cart carrying several bags on a street .,a woman is sitting in a chair .,2,en
a person wearing a red shirt is falling off a white surf .,the man is wearing a red shirt .,2,en
"a group of four children pose on a muddy beach , smiling and making faces .",a woman is sitting on a bench .,2,en
a skier ski - jumping while two other skier watch his act .,a man is sitting in a chair .,2,en
an old black man sitting on a couple of grocery crates playing the string guitar during the day .,the man is wearing a blue shirt .,2,en
"a man dressed in a blue shirt , tan shorts , and a red baseball cap is examining a red antique car with an u . s .",a man is sitting on a couch .,2,en
people are standing next to a chain link fence .,a man is playing a guitar .,2,en
"two children are looking through a telescope on a city street , and the boy is using a step ladder to see through the eye .",a woman is sitting in a chair .,2,en
the little boy stands in the middle of birds who have gathered on the sidewalk .,a man is playing a guitar .,2,en
"stretching high in the air , the player in the black shirt reaches for the football as the other stretches toward him to steal it away .",the man is wearing a blue shirt .,2,en
a man wearing a brightly green camouflage patterned denim jacket and boots walks by a building labeled lottery ticket centre .,the man is in the desert .,2,en
a man wearing a gray tank top is collecting a red rose from a woman who is wearing a white dress,the man is wearing a red shirt .,2,en
a person with a striped tube standing in the middle of a crowd of people .,a man is sitting on a bench .,2,en
a boy in blue shorts and a t - shirt is poised to hit a tennis ball with a rack .,the man is wearing a blue shirt .,2,en
a man with a duff bag and girl pushing a cart walk down a street .,a man is playing a guitar .,2,en
a man is smiling at a woman in a white dress .,a man is wearing a red shirt .,2,en
an emergency worker directs a man pulling a sl with emergency equipment on a snowy path .,a woman is wearing a dress .,2,en
two women wearing apron and hair look at each other while they reach into metal can .,the man is sitting on the couch .,2,en
a dog standing near snow looking at water .,the man is in a car .,2,en
a surfer is riding a wave in a large body of water .,a man is sitting in a chair .,2,en
a younger couple is walking across a cross outside with a very busy bus stop behind them .,a man is sitting in a car .,2,en
a young boy is hugging a wooden post .,the man is wearing a yellow shirt .,2,en
a five piece horn band all playing in a hall of what looks like a church .,the man is wearing a blue shirt .,2,en
a man in neon green seahawks sweatshirt leans on a railing .,a man is running away from a woman .,2,en
an asian woman in a hat is measuring food from barrels with a lad into a smaller metal pan .,a man is playing a guitar .,2,en
three bride in blue dresses hold the train of a bride ' s wedding dress .,the man is sitting on the ground .,2,en
this person is walking down the street and talking on their cell on a windy day .,the man is wearing a blue shirt .,2,en
there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone .,a man is sitting on a bench .,2,en
a school is jumping over a low hurdle .,a woman is sitting in a chair .,2,en
a little boy playing outside on the cement .,a man is sitting on a bench .,2,en
two people riding their bikes down a street together .,a man is playing a guitar .,2,en
a large black and white dog is licking a smaller white and black dog who is growling .,a man is sitting in a chair .,2,en
a musical group performs on stage with their instruments .,the man is sitting on the couch .,2,en
a man with a light blue t - shirt outside in the open wearing red ear protection while firing a gun .,a man is sitting in a chair .,2,en
a young man holding a microphone and singing .,the man is in a car .,2,en
a man with brown pants and boots moving a tent .,the man is sitting in a chair .,2,en
a girl laying on the ground on her cell .,a man is sleeping .,2,en
a man in a red shirt is walking towards a blue market stall .,the man is in a car .,2,en
a man with a beard is talking on the cell and standing next to someone who is lying down on the street .,a man is sitting on a bench .,2,en
businessman walking as two arrows point to him .,a man is sitting in a chair .,2,en
a woman and two children walk along stones to cross a river while a dog swim .,a man is sitting on a bench .,2,en
the man is outside on the beach walking his dog .,the man is sitting on a bench .,2,en
two men riding a boat in clear water on a sunny day .,a woman is sitting on a bench .,2,en
a boy plays his trumpet during a performance with his band .,the man is wearing a red shirt .,2,en
a man with a beer in his hand listen to a woman talk .,a man is playing a guitar .,2,en
a girl dressed in a halloween costume is carrying bag of candy and a sc with a jack - o - lantern on someone porch in,a man is sitting on a bench .,2,en
a woman in a white apron prepares various meat on a large grill .,a man is sitting in a chair .,2,en
a choir of youths are singing .,a man is sitting on a bench .,2,en
a biker races .,a man is sitting in a chair .,2,en
the two dogs are playing catch with a red fr .,a man is wearing a white shirt .,2,en
"a skier being helped onto a red stretch by three men , while two other men and a woman prepare to help .",the woman is wearing a red shirt .,2,en
a man is reno a room .,a woman is sitting in a chair .,2,en
a man in an orange tu is standing in front of a basket containing a pack of mar reds and other small objects .,a man is sleeping .,2,en
a man wearing a white t - shirt and shorts is rock climbing with other people wearing blue hard hats .,a man is sitting on a bench .,2,en
three women are dressed in ninja costumes .,a man is sitting in a chair .,2,en
a man in a hat is driving a horse - driven cart down a cobb street .,a man is sitting on a bench .,2,en
a man in a black tank top wearing a red plaid hat,a man is sitting in a chair .,2,en
a dog hides in the tall grasses along a rocky shore,a man is sitting in a chair .,2,en
a woman in red blouse is standing with small blond child in front of a small folding chalk .,a woman is wearing a blue shirt .,2,en
a man with a red beard and mustache is smiling and wearing a hat cr with green yarn and miller beer cans .,a woman is sitting in a chair .,2,en
a man in an orange hat holds a ball .,the man is wearing a black shirt .,2,en
a large number of people wearing only white and red are walking on a street .,a man is playing the drums .,2,en
two scuba divers inspecting a large metal object in the water .,a woman is sitting in a chair .,2,en
a man is pushing many cart of bread down the street .,a man is sitting on a bench .,2,en
a child with wet hair is holding a butterfly decorated beach ball .,the woman is wearing a red dress .,2,en
a little girl in a gray jacket is riding her bicycle .,the man is in a car .,2,en
an indian woman is dancing with her partner .,a woman is sitting on a bench .,2,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,the man is asleep in his bed .,2,en
an obe white male wearing a blue shirt and k shorts sits in front of fountain all while ga on phone .,a man is playing a guitar .,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,a man is playing a guitar .,2,en
a woman in a green flower dress is holding a container of yarn animals .,a man is playing basketball .,2,en
a boy roller in the street .,a woman is wearing a white dress .,2,en
"two hockey players on opposing teams , one in a red and white jersey and one in a blue and black jersey , are standing on the rink",the woman is wearing a blue shirt .,2,en
a motor is flying through the air above a dirt path .,the man is wearing a blue shirt .,2,en
a bearded man sits near a white van .,a man is sitting in a chair .,2,en
a blond woman is looking at a camera that a brunette woman is holding in front of a wall with several pieces of art on it .,the man is wearing a blue shirt .,2,en
children in yellow sports uniforms climbing a tower .,the man is wearing a black shirt .,2,en
a man speaking with two women .,the man is sitting on the bench .,2,en
a man walks into a transportation station and two officers in neon jackets stand guard .,a man is sitting on a bench .,2,en
two small boys dressed in tu sitting on a red carpet floor .,a woman is walking down the street .,2,en
the gentlemen with the red plaid shirt and black pants is speaking to a young lady holding a blue folder .,a man is sitting on a bench .,2,en
a group of girls in black and white spotted skirts cross a street .,the man is sitting on a bench .,2,en
a man in a jean jacket is reaching into a bag and walking past two women .,the man is sitting in a chair .,2,en
a woman standing in front of a large tank at an aquarium turns around to look at the photographer .,a man is wearing a black shirt .,2,en
a boy splash through the ocean .,a woman is sitting on a bench .,2,en
a man with beard sitting down playing an acoustic guitar .,a man is sitting on a bench .,2,en
a woman in a red jacket walks down the street in the rain .,a man is sitting on a bench .,2,en
a performance group is staged in one collective motion .,a man is sitting on a bench .,2,en
"a musician playing a guitar and harmonica singing a song with "" whatever it takes "" written on his guitar .",a man is sleeping .,2,en
several street vehicles pass by a traditional architecture style of thailand .,a man is sitting in a chair .,2,en
one many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle,a man is standing in a field .,2,en
