premise,hypothesis,label,lang_abv
she is standing outside a building .,the man is not wearing a shirt .,2,en
a dark - skinned man in white shirts and a black sleeve shirt flip his skate on a cement surface surrounded by tall buildings and,an airplane is stuck in the pristine sun .,0,en
the blue kay is being ridden over a small waterfall .,the child is not indoors,0,en
a woman in white climbs up a metal structure .,a couple of children play on grass .,1,en
woman running in a park while listening to music .,a dog is sleeping .,0,en
man straining to climb cliff face .,a group of people passed out on the train to move .,1,en
"while traveling , a woman in a black jacket is resting on the shoulder of a man in a black jacket .",nobody is catching,0,en
"a five person brass band is seated , semi - circular , in a white al of a church that has stained glass windows .",people doing a science project,1,en
a police officer standing next his police motor holding a yellow safety jacket .,the person was doing tricks on broadway .,2,en
"a woman with a red scarf , white shirt , and tan shorts is giving a shu sign to the camera in front of shelves of books",a little girl looking at the sky .,1,en
two workers in green uniforms are standing in an alley .,a man on a stool is walking down the street on a st being pulled on the beach .,0,en
seven young girls are being creative and making posters .,a woman is showing her ve to her perfectly,1,en
a crowd of people standing in front of statues .,a dog with a backpack is on top of a ball .,2,en
a man wearing noise - cancel head and a breathing mask works on a white sculpture .,there is a child carrying hay for fun .,1,en
team member 39 waiting for the puck to come his way .,a person is painting a landscape .,1,en
a man in an argyle shirt bends down to look at the good through the glass in an asian shop .,a market about to travel down,0,en
a person with an orange shovel is shovel snow .,young person in odd attire is standing behind an object waiting for her turn to retrieve her bowling ball .,0,en
"an old man with a cowboy hat , cowboy boots , and blue jeans stands next to a cabin and looks off into the distance as the sun",a boy in a red shirt is standing on the sidewalk .,1,en
a man in a mask in the back of a service vehicle .,people are protesting against each other .,0,en
a woman in br wear embrace an individual .,the man is outdoors .,0,en
a person dressed in winter clothes poses with a snow surrounded by snow covered landscape .,a big choir is playing at monopoly .,0,en
child is laughing and playing around .,the man is throwing something on a balcony in the park .,1,en
a woman attends to her laundry in a lau .,eight girls are sleeping on their own play,0,en
a young boy wearing an orange uniform stands on the field near a colorful ball .,a man is gardening in the street .,2,en
a boy and a woman are on top of large rocks at sunset .,there ' s a black dog in an urban area .,0,en
blond women working wearing gloves .,the group of blonde women are dancing down the street .,2,en
a guy and a girl look down a mountain range .,a boy is riding a custom wooden rowing inside a plane .,2,en
a dark - haired man wearing a black and white t - shirt eats in a park surrounded by people .,the woman is walking with friends .,1,en
a little girl standing in the middle of a street cleared for an on parade .,a man is taking a picture of santa who hears a secret diner .,2,en
a man wearing a white shirt and a blue jeans reading a newspaper while standing,a man is watching a reflection .,1,en
a young redhead girl in a blue shirt is walking and talking with a boy in black pearl jam shirt .,two people are laying alone on the beach .,1,en
two boys reading superhero books,two men without a shirts .,0,en
a short - haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background .,the part of a marathon on a soccer field is looking at the pass by men .,0,en
a young boy dressed in black and green is laying down in a tent outside with items surrounding him .,an older woman is trying to get food at the tables .,0,en
a young boy wearing an orange jacket is sitting on a log in the fall .,an old suv is stalking down the street .,0,en
a crowd of people shopping at a street market in an urban area with buildings and a statue in background .,two friends are standing outdoors .,2,en
pedestrian walking on the street,the dog is red .,1,en
dog ya,a man is holding a dog .,2,en
sexy young men stand on a balcony having a heated conversation .,football players are playing with a soccer game to tag after a game .,2,en
a woman with a cart of eggs walks in a market .,the people on the roof were enjoying the peaceful to the beat on the tracks .,0,en
africans are walking down a dirt road with straw huts in the background .,the female is at a ymca,1,en
a woman wearing a ball cap squat down to touch the cracked earth .,a tv project that has put on the head while applying makeup,1,en
a man and woman look upward on a city block .,the man has a lot of words on it .,2,en
three men are working with their bikes in the shoulder of a road .,a band plays a prank .,2,en
a baby is looking into what looks like a telescope .,the people are leaving the hole in the city .,0,en
four kids sitting at a table with food on several plates .,the man works at a construction site .,0,en
an asian lady is holding a cup and sitting in front of a table covered in different foods .,the men are working on a fire .,0,en
a woman with a black and white dress on is carrying a green plastic laundry basket in front of an apartment building .,women are standing on top of a cliff,1,en
a bald man with a white shirt and watch eating food and drinking wine .,two women sit in the dining room .,1,en
young children play on sc .,the guy on a plane checks his bicycle .,1,en
little girl with very curly hair drinking her cup of juice .,the child hates the baby .,1,en
"three men in yellow green safety vest sit on a bench ya , smoking and having a break .",girl licking ice,1,en
a person rolls down a hill riding a wagon as another watches .,the two teams are rivals,0,en
a woman and a child both wearing red outfits walking up a street,there is a child outside .,0,en
a man is giving a presentation .,the cook is all alone .,0,en
a woman in a red long - sleeve shirt and blue jeans stands at the le speaking at or about g u wi,"a worker is at home work in the basement , the mans second could be seen .",2,en
a half dressed man is sleeping on the sidewalk .,a person shovel prey,2,en
a man with a duff bag and girl pushing a cart walk down a street .,a man is sleeping,2,en
"a man is sitting on the floor , sleeping .",the boy is making wood with a pen .,0,en
two people are playing american football and one of them is trying to stop the other from throwing the ball .,the workers are undergoing an auto coli .,0,en
a person wearing a red shirt is falling off a white surf .,two women are working .,2,en
a woman holding bags behind plant .,two guys getting ready to go swimming .,0,en
"a boy wearing a yellow shirt , k pants , and blue and yellow shoes is hitting a tennis ball off a wall with a tennis",a parade is happening,2,en
a man wearing a red shirt is quickly polish a light wooden floor with a small green towel next to a yellow can of wood silk .,two men are playing a sport .,0,en
an african person standing in a wheat field .,a girl frowns .,1,en
an african - american male youth is riding a green bicycle while other people are looking at pictures on a board .,two women have their butt on their heads in the picture .,2,en
a dog plays with a stuffed animal .,the girl with the pink shirt is laughing and crying .,1,en
painter re - creates old works of art in a museum .,a person wears a hat,0,en
a man takes a drink in the doorway of a home .,the bartender has on a ribbon .,1,en
this is a clown at an elementary school .,two females are near grass on stairs labeled a string bad guide .,1,en
a man hammering nails on a shed .,a dog is walking over a fire hydra .,2,en
a brunette woman holding a little girl dressed in pink is kneeling next to a grazing white and brown ll in the fore of a hilly,a curly - haired man has facial hair .,2,en
the man in the brown shirt is holding the hand of the long - haired child in front of a painting .,a tired lady is placing the animal and resting on the subway .,1,en
young men drink coffee and read books just outside some buildings on a sunny day ; an older bearded man in a dark blue shirt glances at a,a bike riding lot,2,en
man is sha in the mirror .,the woman is old,2,en
a boy spinning on a blue and yellow merry - go - round .,the girl is wearing jewelry .,1,en
a man a woman posing for a picture .,there is a woman outdoors .,1,en
a busy street with building lined up and people walking down the street outside and nighttime .,two children are playing at the park .,2,en
"a woman in skirt , torn stockings and combat boots and a man in aviator and batman tank top walk down a city street .",a group of dogs are sleeping on a bed .,0,en
a white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field .,people smile while look off the window nearby,1,en
three children are shooting guns in the woods .,a man is painting a log .,2,en
four men stand in a circle facing each other playing brass instruments which people watch them .,a tall person is buying shoes,0,en
a woman in tennis clothes running to hit a ball with her tennis rack .,people are playing music for money .,2,en
a man sitting on steps with a child as a by walks by .,an opposing team is planting a baseball .,0,en
a man draws a car of a woman .,a boy and girl play catch .,0,en
several people have gathered behind a group of other people who are sitting around a table .,a man is climbing stairs and he works,0,en
a young woman is wearing a paper crown at an outdoor event .,the guy in a blue shirt walks by the painting being looks at the fish he is reading .,2,en
a person in a red shirt is mo the grass with a green riding mo .,there is bad traffic,1,en
a black dog chases a boy wearing red and blue .,men crossing the street,0,en
a group of men are riding a moving walkway .,a grandmother takes a bonding break .,1,en
lab tech looking through a microscope in a lab .,a woman is in a chair .,0,en
two men are standing in a boat .,two men are standing behind a bar .,0,en
a man speaking with two women .,two men prepare for the army .,1,en
a man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins . f .,cars stop around the table .,2,en
two little boys wearing athletic jerseys are washing their hands in a public restroom .,man does his karate work,1,en
three women are sitting on a green bench looking out at the coast .,a man is making breakfast .,1,en
"a group of people on the bark , brightly light street , while one man with a gray hat holds a large colorful sign with arrows .",there is an event with a group of people dancing .,2,en
a man holding a briefcase on a subway .,the older man is beating a parrot for et on the sides .,0,en
3 olympic winners posing for a photo on an advertised background,a little kid sleeps,0,en
a small child in a red jacket is sitting on a man ' s shoulders and holding his head .,lady is standing on a street lamp .,2,en
a white dog is running on a rocky beach .,the piano does not have taken lessons and places it for the cbs show the temple .,1,en
cook handling hot tray with food on it .,a skinny asian woman is surrounded by servants of cars in the sidewalk,0,en
a man in a military uniform is walking away from a line of military vehicles .,nobody is in a police boat .,0,en
a black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with,a person is walking outside .,1,en
one young woman in a blue uniform helping another young woman in a blue sweatshirt with a white band around her arm .,the duck is splash along a rock .,0,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,there is a group of men cheerleading at a competition .,0,en
a lit girl splash around in natural water .,the girl is sitting down in her bedroom .,0,en
"two black labs run , one carrying an orange dog toy .",a person is wearing a bonnet mask,0,en
a girl in a blue leo hu hoop on a stage with balloon shapes in the background .,there is a sign for a group of people .,1,en
a young girl in a pink shirt playing with her barbie .,a dog and cat are playing together .,0,en
a girl and a boy hugging on a bridge,the men have foam in suits .,1,en
a squirrel stands on its hind legs in the grass at the edge of a road .,the woman is selling items .,2,en
two children wearing hooded tops laughing with each other .,a sad child holding flowers toys .,2,en
a boy in a gray and yellow jacket is raising his hand in front of others sitting around him .,the white dog is chasing a fox in a large toy .,1,en
"the brown , furry animal is walking in the snowy grass with a tree behind him .",boy practicing an exciting funeral,2,en
a small group of people wait to board an mt bus .,a man is in line to buy tickets for a new spot .,2,en
four people and a baby are crossing the street at a cross .,the woman is hunting,2,en
a surfer showing off his talent in public using a man - made water machine .,a dog swim through a boat sleeping,2,en
a land rover is being driven across a river .,two men with the same colored hat,2,en
a bunch of people are standing all together in a street with a building in the background .,the dog ' s owner is pulling something .,1,en
the cyclist rides on a wooded path .,a woman is pushing a child swim .,1,en
an ambulance is passing a man wearing a banda and girl .,the students are indoors .,1,en
two people wearing green rain sit in blue b that are otherwise empty .,a person gets ready to team get in ke over .,0,en
five young indian girls dress in colorful dresses are holding hands and smiling forming a circle,a woman taking pictures of a herd of food .,0,en
a boy drag his sl through the snow .,humans are running,1,en
a little boy playing outside on the cement .,there are two large buildings in the group .,1,en
a young black man is getting his hair buzzed off .,two siblings are walking on chairs to some supplies .,2,en
"three people wearing black blind near a "" sal o planet "" sign .",there are multiple people present .,0,en
male wearing brown shorts and black t - shirt in his bedroom with his feet on the desk talking on the phone .,the man is during the busiest times .,2,en
"one young boy in a yellow long - sleeve shirt and jeans sitting down , with five adults in front of him , one operating a video",a young boy is wearing a rain with a helmet and a backpack is climbing it in a hurry .,0,en
a man in military uniform points as three other men watch .,a man fills a drink and telling a customer,1,en
the little boy is smiling as he crosses a rope on an assault course .,the man and woman are sitting outdoors .,0,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,the flower girl is at a table .,1,en
a woman wearing a red hat and red banda followed by a man in a red banda .,two men are performing and fr it begins off contest .,1,en
a man with black clothing is sweeping steps with a broom .,a dog is running in a field .,0,en
an enthusiastic boy pushes a shopping cart containing a smiling boy .,the two women are playing .,1,en
a fire with a neon helmet and a pick inspect some debris with a flashlight .,some friends are sharing a good time .,2,en
a boy at the beach runs through the surf towards three other people who are already in the water .,three people are climbing a ladder .,2,en
men wearing life vest speed across a body of water in an orange boat .,an adult reads the paper .,0,en
the man in the white shirt holds up a playing card .,a man pushes a cart on stones .,2,en
a lady in a white tank and shorts fixing a wooden drawer .,a sad person with gloves balance peanut butter hair .,2,en
"a man dressed in a blue shirt , tan shorts , and a red baseball cap is examining a red antique car with an u . s .",a person is wearing a dog costume .,1,en
a blond - haired baby is sitting on the floor playing with toys while looking at a black and white cat .,a man is eating popcorn .,2,en
elderly woman climbing up the stairs .,batter wearing orange and white,0,en
"three men are playing soccer , two of them in blue uniforms and the other in a bright green uniform .",the children are sleeping in their pajamas .,0,en
"three men , who appear to be asian , are con near a carved wall , while another man sits on a bench with his eyes",a boy is sitting on a cooler .,0,en
several members of a community are celebrating with music and costumes during a festival or party .,the men are wearing clothes,0,en
a cobb street lined with houses and some pedestrians milling around .,a girl runs away from someone,2,en
a woman and child are on a boat and the woman is looking out into the ocean through a scope .,two fishermen sailing an icy boat .,0,en
two people standing behind a son display and a woman with a stroll on the other side .,the man is going to the movies .,0,en
person walking down lighted tunnel with green hand .,the two surgeons are next to a plane .,2,en
a man with a light blue t - shirt outside in the open wearing red ear protection while firing a gun .,the couple is asleep .,1,en
a motor is flying through the air above a dirt path .,a man is creating a world cup,2,en
a man and wife stand at the alter as they get married .,the student had a single trick .,0,en
african woman walking through field .,women discussing politics,0,en
a man is holding an accordion while leaning against a brown fence that overlook some water .,a lady with scars on a lei .,2,en
a dog carries an object in the snow .,a tall human standing,1,en
"a group of men in blue shirts , banded hats , and red banda stand in a group .",a young mother plays with an asian kid .,1,en
construction workers on lifts working on a building .,a person performing at work .,2,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",three girls are walking outside .,1,en
one many is fishing by a river with some buildings in the background while another man next to him is about to get a drink from the bottle,the line of blue seats is popular in progress .,0,en
a woman in a red jacket walks down the street in the rain .,teams and their favorite team play a game together .,2,en
an indian woman is dancing with her partner .,a gang is out using a power .,1,en
three children are shooting guns in the woods .,there are people dancing .,0,en
a red truck is parked next to a burning blue building while a man in a green vest runs toward it .,a woman learning from an athletic hotel .,1,en
a b rider is in mid while on a dirt trail .,two medals are getting out of a car .,1,en
in this picture it appears that a man is falling off a bull while attempting to ride the animal .,they are in sand .,0,en
a boy in a beige shirt is sleeping in a car .,the people are running in a competition .,2,en
a man walking and carrying a notebook .,a man poses for the picture .,1,en
two men are shirt on the beach on a beautiful day .,the man works for the chance to get away from the vendor,2,en
"a person of ind sex wearing a dark hat , neutral pants , and a red shirt walking up a rocky slope at high altitude in",everyone on the bridge,0,en
men wearing hats walk on the street .,a samurai warrior gives an artwork to block so he has ever is happy and doesn ' t stand,1,en
a female camera operator is capturing some off - camera activity .,people are walking .,1,en
a crowd of people in stadium style seating appear di in the venue .,a man sings by himself cap playing the guitar .,1,en
a snow on a wide plain of snow,there are a lot of men at people at a festival .,1,en
women in costume stand on a stage .,there is snow on the ground .,1,en
a woman on the sidewalk blocks the sun from her eyes to peer down the street .,a surfer catching his baseball,2,en
two women sitting at a table with their hands together .,people are shopping for new cement .,0,en
a group of football players is standing behind a coaching official .,a cop is open .,2,en
the young lady is giving the old man a hug .,nobody is smiling .,2,en
five rodeo contestants wait their turn .,the woman is at work .,2,en
a group of children looking at the contents of a slide through a microscope displayed on a computer screen .,the woman is looking at the water .,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",a man dr a big sword at stone .,1,en
a person wearing a red shirt is falling off a white surf .,the baby has its first on its head .,1,en
a group of girls jumping over another girl who is laying on the floor .,2 kids are sleeping .,0,en
a guy in a yellow shirt performs a balancing act on a taught chain near a canal .,a man is lining up to a comedian,2,en
a dog catching a fr .,the people are running .,2,en
a woman is in the middle of hitting a tennis ball .,a tailor has turned on and walks in the desert .,2,en
a black scientist looks through a scope examining a biological specimen ' s blood cells .,cars drive air country music .,2,en
a person swimming in a swimming pool .,the worker picks up off,2,en
a woman with a blue jacket around her waist is sitting on the ledge of some stone ruins resting .,the man is outside .,0,en
a tennis player in a pink outfit serves the ball to her opponent .,the two men wearing wig are performing indoors .,2,en
man doing carp or construction on top of an unfinished building .,a man at a factory trip,1,en
"two cars , one red and one blue , race each other in a very tight and competitive nature as fans stand by and watch .",a man next to a yellow truck,0,en
a woman tired from her long day takes a nap on her bed above the sheets and covers .,the surgeon is working .,2,en
the german shepherd runs happily in the park .,the man is a blood .,0,en
a surfer is performing a jumping stunt in the ocean .,pig drinks from bottle any birthday .,1,en
a woman with a pink purse walks down a crowded sidewalk .,three men are on stage .,1,en
children playing a video game together .,japanese man is wearing a blue striped t - shirt .,0,en
the skate is jumping his board in the air while another skate watches .,a child is sitting on his bicycle .,1,en
cheer in blue performing on a football field underneath a yellow football goal post .,there are trees talking on the phone at the path,0,en
a woman wearing purple and carrying a bag is walking out of a door .,the men were in the riot setting .,2,en
a street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old - fashioned prop film camera .,the girl is sp the floor .,0,en
young child standing on a snow pile in a city .,the cat is barking,2,en
a choir of youths are singing .,two girls laugh to know each other .,0,en
three men are playing fr in the woods .,two people are in the kitchen .,0,en
shirt man with long pole navigate covered boat down a palm tree lined river past a hut .,there is a very large group of children fighting .,0,en
"three men , one holding pipes , another holding a large object above his head , and one resting against the pipe bed on the truck , are",the people are racing on bikes,0,en
a beautiful bride walking on a sidewalk with her new husband .,"bad stand ' donald de , was the mans underwear , and their man are in a foot trip .",2,en
a child in a maroon shirt playing next to a fountain .,funny humans posing .,0,en
"indy car , white , blue with a red mark on the roof , rounding a turn , in front of the white car .",a person sweeps,1,en
women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .,the young child is running around in the yard .,0,en
a girl in black pants doing exercises .,two guys have a buddy on .,1,en
a lit girl splash around in natural water .,two young girls try to beat the house on their ropes,2,en
a boy in a yellow t - shirt and pink sweater talks on a cell while riding a horse through a crowd of people who are looking,a man in a lab coat is playing the drums,0,en
a woman wearing a straw hat is sitting among a variety of different foods while holding a drink .,a sad baby not holding a gun,2,en
a girl in black pants doing exercises .,the couple are enjoying their trip and angrily get their picture taken .,2,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a child is not wearing clothes .,0,en
a couple walks hand - in - hand in front of victorian - style building and a wall with a large sleeping baby painted on it .,the man is wearing a purple jacket and blue tie .,1,en
a man in a short mohawk and beard .,two guys out in the woods .,0,en
a dog biting a man ' s rear,a man is standing on a sidewalk .,0,en
four men with baseball caps and logo t - shirts laughing together at a table .,children play basketball,1,en
people are riding their bikes down a road .,two people are holding a rock .,1,en
a man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine .,the head of cows are sleeping .,2,en
a soccer player in white kicks a ball as another soccer player lung towards the ball and a third soccer player in red follows close by .,an older man and two women in costumes are digging in a certain blue double - toy boat .,0,en
three men are working with their bikes in the shoulder of a road .,a man is heading through a field,1,en
a man in a army uniform is holding a picture with trees in it .,a man performs dance for money .,0,en
construction workers use cables to hang from the sides of buildings .,the people are running around,1,en
"two sweet young girls on ice skate , hands up and holding on to each other get ready to begin their performance on the ice .",people are walking in traffic,0,en
an old woman walking down the street .,a pirate smoking in the dry land .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,men are sitting by the street .,2,en
several younger people sitting in front of a statue .,the women are at the library,1,en
"soccer players are playing a night game and the ball is in the air , while the two teams fight for it .",a man has clothes on .,1,en
a professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch .,a man is waiting for a taxi .,1,en
a group of men on a beach are chasing another man who is carrying a ball .,a man is playing check in the field .,1,en
"three children and adults in the background , all pretend to sleep .",the man knows two people at the crowd .,0,en
two old women sitting on curb next to flowers,a group of tourists practicing for their favorite berry audition,1,en
a couple walking their dog .,rescue divers prepare for a tournament .,2,en
a gentleman with his eyes closed playing an old flu into a microphone .,the glider is only for the auction .,1,en
two people standing behind a son display and a woman with a stroll on the other side .,the man is jug tennis balls .,2,en
a man is making a phone call .,a middle - aged man does a back wheel on the sidewalk .,1,en
a tractor decorated as a float for a parade,a little asian boy is holding his mother ' s hand .,2,en
a man is walking past a large sign that says e . s . e . electronics .,a boy chases something while standing on his way to meet his father .,1,en
some dogs are running on a deserted beach .,a man is throwing the jet saw at cat tu in front of the ocean party .,2,en
an accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t - shirt passing by .,she is wearing clothes .,0,en
a white - clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box .,a kicking soccer soccer player started to a teammate .,0,en
a young boy gets his photo taken with mr . and mrs . clause .,a lady is right a puppy .,2,en
a man in a black hat opens his mouth .,humans standing .,1,en
a crowd of people are packed into a subway car .,the man brushes the mane in the chair .,1,en
a bi is attempting a trick on a wire in a tropical location .,a lady is wearing a shaw .,2,en
man with black shirt and sunglasses makes something out of a balloon .,the girl is reading her first book to eat .,2,en
two women stand in the street both wearing matching outfits with police like jackets that say polo .,people enjoying the zen of the beautiful night in the park .,0,en
a young man sleeping next to a dog .,the man and the woman are looking at their school children .,2,en
"a man and woman talk to another woman , all looking concerned , in a room being decorated with stream and balloons .",the horses are wearing matching uniforms .,1,en
a man and a woman are holding hands on the shore of a lake .,"two classical music chefs are talking all talking on the phone , while a crowd watches .",2,en
kids playing on the rocks with a steamboat in the background .,"a boy is about to throw a ball who was green who loves were falling ! "" .",2,en
a man is in front of a dry in a lau with both hands reaching into a bin or basket .,the plays is a woman,0,en
a younger man dressed in tribal attire .,a man is on roller skate .,0,en
"man in dark shirt , yellow shorts and yellow banda leaps to catch a white fr on a soccer court .",a sponsored team celebrates pass .,1,en
a male sitting down enjoy his coffee at a coffee shop .,woman enjoys time off her bike,2,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,an older woman gardening .,1,en
a woman wearing a black dress and green sweater is walking down the street looking at her cell .,the director talks on the phone .,1,en
asian people about to perform animal balloons .,two dogs wrestle in a yard .,1,en
two women in bathing suits play on the beach .,rows of traditional ages news,0,en
two people play horseshoe .,two dogs sleeping in the sun tan .,1,en
a man with an afro and banda playing electric guitar .,the female is carrying her child .,0,en
a skate with a black and white hat at the top of a jump on a snowy day .,the weighs 145 kilograms stops .,0,en
"a male singer , dressed in a long purple pea coat , holding an electric guitar , singing into a microphone , while a male in sunglasses and",the women are being photographed,2,en
an elderly woman in a white jacket walking past a brick wall using a cain to support herself .,there is a small boy in the house .,1,en
mother and daughter are meeting for the first time .,an uncle is trying to post in the sand to see the football of the winning team .,1,en
a person obscured in shadow in a gymnasium .,the dog is sticking into a sea turtle .,2,en
"people are coming down a mo staircase built through a tunnel , which has three of those staircase .",a worker is leading another man up the top in the mountains .,0,en
a man with a striped black and white shirt and a helmet clean wooden floor while another one helps him on the background .,the boy ate the camel,0,en
a group of people traveling in a small wooden boat .,a man is holding a baby .,0,en
a dog jumps over the pole .,a grand volleyball team has an audience .,0,en
two friends having a laugh .,the men are chop top away for lunch .,0,en
a woman in a gray sweater talking to another woman in a black jacket .,the man and woman are working on a computer screen .,2,en
people sitting on benches in a public area .,a school teacher is being carried on the guitar for the foot parade .,2,en
a woman is leaning against a wall with her shoe off .,the woman is wearing a dress .,1,en
people enjoying food outside of a restaurant .,a woman painting a picture of a computer dance floor .,0,en
two people play horseshoe .,a group of race cars is too far apart and operated .,1,en
a biker races .,the dog is sleeping,0,en
a man wearing shorts and a blue t - shirt is applying signage to the display window of an ice cream shop .,five brothers are having a romantic park playing beach volleyball .,1,en
people are sitting on a bench in front of buildings .,the people are participating in standardized festival .,0,en
women sitting at steel table next to a man standing and holding his bi .,a man relax on a bed .,1,en
a boy and girl kissing in the sunset .,a woman is nervously pacing .,0,en
a father is teaching his son how to ride a bicycle .,young girls admire a christmas tree in a room .,2,en
a woman wearing very formal colorful clothing and she seems to be dancing .,the construction workers are in a nascar race .,2,en
a young blond girl is eating her frozen snack while sitting on a bench next to a red stroll .,women play in the game .,1,en
"in front of a brick house with a straw roof and some figures , three children stand , two of them holding squares of black .",the bark chihuahua is a skirt .,0,en
a man in a green shirt and large beige hat is supervising a news that sells snacks and drinks .,the woman i red scarf,2,en
two men in hard hats and safety neon vest on sc working outside in the daylight .,two people are work in a restaurant .,1,en
two men are wrestling ; one has the maple leaf of the canadian flag on his uniform .,a chef is sleeping .,2,en
a man in a construction vest is looking at a vehicle .,a man has no hair,0,en
two men reno a brick wall outside .,a lead singer plays with the students battle to perform a trick in the busy office,1,en
a man wearing white turns to hit a yellow tennis ball .,the football players helped fight .,0,en
a woman standing in front of a large tank at an aquarium turns around to look at the photographer .,a boy is running on a path trying to get rained on his birthday .,1,en
a white and black spotted dog is running through a grassy area .,a boy is walking .,1,en
two men in neon yellow shirts bus saw a log in half .,a man and woman dance in front of a group of people .,2,en
a man in a red sweatshirt pushes a giant redwood tree in a snowy forest .,they are drawing landscapes,2,en
a skate youth does a trick on a rail .,a woman is sha .,0,en
a black dog is swimming with a ball in his mouth .,stars walking to the metro,0,en
a woman sits in a market where she sells goods with her dog .,the woman is looking inside .,1,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,two men are walking outside .,2,en
a group of dogs stand in the snow .,a woman is walking three attempting to make another for the baby ' s birthday .,1,en
