premise,hypothesis,label,lang_abv
players from two opposing teams wearing colorful cl struggle to gain control over a ball on an astro field .,a man is wearing a shirt .,0,en
the players man for the soccer ball .,a man is standing outside .,0,en
artist on street corner selling his artwork .,a man is playing a musical instrument .,0,en
a lady dig through a garbage can looking to add to the shopping cart beside her .,a man is riding a bike .,0,en
several women wearing dresses dance in the forest .,a man is wearing a shirt .,0,en
the man in the black t - shirt is trying to throw something .,a man is sitting on a bench .,0,en
a small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting .,a woman is sitting on a bench .,0,en
two men in black pants and black shirts practice martial arts on a green gym floor .,the man is wearing a shirt .,0,en
the women is photograph statues outdoors on a sunny day .,a man is holding a sign .,0,en
a woman is leaning down while talking to her phone .,a man is sitting on a bench .,0,en
people buy fruits and vegetables at an open air market .,a man is sitting .,0,en
a woman is chatting as she drinks her coffee .,a man is wearing a shirt .,0,en
a man in a short mohawk and beard .,a man is holding a child .,0,en
two men watching one man make a golf put on the set of sports center .,a man is playing a guitar .,0,en
a man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,a man is sitting on a bench .,0,en
"a sign indicates "" dangerous shore "" on an over day while several people hang out on the beach .",a man is holding a sign .,0,en
a woman wearing a red hat and red banda followed by a man in a red banda .,a man is playing a guitar .,0,en
young boy smiles at the camera from the tire swing .,a woman is wearing a dress .,0,en
a man is celebrating his victory while smiling and shooting champagne in the air with his teammate .,a man is outside .,0,en
"a child is lying on the floor drawing a picture of a girl , with two other children looking on .",a man is holding a sign .,0,en
the man walks among the large trees .,a man is sitting on a bench .,0,en
the number eight roller is taking the lead and pulling away from her black and red dressed opponents .,a man is in a boat .,0,en
a young man blew up balloons to craft into animals for the seven excited children that looked on .,the man is in the water .,0,en
"a woman and two men , that are dressed professionally , are having a discussion .",a man is playing a guitar .,0,en
a shirt man with red paint on his torso holding a stick .,a man is playing an instrument .,0,en
a fire climbs up a ladder towards flames while surrounded by smoke .,a man is sitting on a bench .,0,en
two belly dancers perform with each other in the streets while pass look on and watch the display .,a man is holding a sign .,0,en
a woman in a us military uniform is writing on a large piece of white paper with a black magic marker while others are sitting at tables around,a man is holding a child .,0,en
people dressed in traditional japanese ga walk in a procession through a courtyard paved with paving stones .,a man is playing an instrument .,0,en
a young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air .,a man is holding a flag .,0,en
a girl climbing a chain link fence .,a man is holding a bag .,0,en
"a female softball player wearing blue and red crouch in the in , waiting for the next play .",a man is playing a musical instrument .,0,en
a man is in front of a dry in a lau with both hands reaching into a bin or basket .,a man is wearing a shirt .,0,en
four small children playing in the courtyard of a large building made out of clay or sand .,a man is playing a guitar .,0,en
cheer pose for the camera .,a man is holding a child .,0,en
baby in running in over - sized flip - flop .,a man is riding a bike .,0,en
a little boy punching out flash from the cardboard they came in .,a man is playing a guitar .,0,en
someone splash in the water .,a man is wearing a shirt .,0,en
a woman working long hours .,a man is wearing a hat .,0,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,a man is riding a bike .,0,en
a little girl in a pink dress crying .,a man is walking .,0,en
"by a table with several boxes and two coffee cups on it , a woman in a green sweater is opening a small box and another person (",a man is wearing a shirt .,0,en
"a woman in a white br dress and ruby red shoes , carrying a white umbrella , stands atop a platform while handing a bro",a man is holding a baby .,0,en
a man in tan pants is eating while sitting next to a plate and a pair of shoes .,a man is holding a camera .,0,en
people are sitting in a cheer mexican restaurant .,a man is playing a guitar .,0,en
the hockey players and referee are preparing for a face - off .,a man is holding a camera .,0,en
a young man war black and carrying a skate looks at an outdoor skate park .,a man is wearing a hat .,0,en
a man and a woman cutting dough .,a man is on a boat .,0,en
a couple about to kiss somewhere .,a man is playing an instrument .,0,en
city street crowded with sports fans wearing orange .,a man is playing a musical instrument .,0,en
a man with a tan jacket with a full grocery bag is crossing the street .,a man is playing an instrument .,0,en
a young man blew up balloons to craft into animals for the seven excited children that looked on .,a man is standing outside .,0,en
a young girl wearing a blue ski cap and red and gray two tone jacket stands between two bits of ice .,a man is playing a game .,0,en
a man sit on a bench with a briefcase .,a man is playing a guitar .,0,en
man holding torch of fire .,a man is playing a guitar .,0,en
a group of people sitting around a table eating food .,a man is sitting on a bench .,0,en
a crowd gathered around a young man who is performing .,a man is playing a violin .,0,en
three hike and a dog are walking through the foliage on the hillside .,a man is standing in front of a building .,0,en
people wearing so drink shots happily .,a man is playing a guitar .,0,en
two girls in red life jackets lock o on a river .,a man is outside .,0,en
a little girl wearing a yellow dress is sitting on the white rocks .,a man is holding a camera .,0,en
a lone snow jumping in mid with a snow covered mine in the background,a man is sitting in a chair .,0,en
a young woman sit on a park bench in the sun .,a man is playing a guitar .,0,en
two women wearing ball attire are con with one another .,a man is standing in front of a building .,0,en
a young ladies squat at hillside sipping on a drink the other one with the white purse is talking pictures .,a man is playing a musical instrument .,0,en
a man is sitting on a blue bench with a blue blanket covering his face .,a man is in a vehicle .,0,en
nurses in a medical setting con over a plastic cup .,a man is outside .,0,en
an asian man is praying at a buddhist temple .,a man is in the water .,0,en
a black dog is swimming with a ball in his mouth .,a man is wearing a red shirt .,0,en
a canoe in the distance on a lake as seen from another canoe .,a man is holding a baby .,0,en
two individuals dressed up like animals are posing for the camera .,a man is playing a musical instrument .,0,en
a man wearing a shit short - sleeve shirt kisses a woman wearing a light pink jacket while standing on a public street .,a man is looking at a camera .,0,en
two wrestlers in an intense match .,a man is outdoors .,0,en
a little boy watches from his stroll as an older boy with a yellow balloon wander a few steps away in a fair like setting .,a man is reading .,0,en
a boy runs as others play on a homemade slip and slide .,a man is playing an instrument .,0,en
"a woman holds a newspaper that says "" real change "" .",a man is wearing a shirt .,0,en
a man dressed in a suit and bowler style hat plays a sousa which has flames coming out of the top .,a man is playing a musical instrument .,0,en
a dog and a cow play together inside the fence .,a man is playing a guitar .,0,en
two men and one woman with blond - hair walk through a gate with barbed wire on top .,a man is sitting in a chair .,0,en
one child in black is walking down a hill covered in white snow while 2 children are on their knees .,a man is playing a musical instrument .,0,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,a man is playing a musical instrument .,0,en
a female camera operator is capturing some off - camera activity .,a man is playing an instrument .,0,en
"there are several asian people , one wearing a baseball cap .",a man is holding a sign .,0,en
a man wearing a hat sitting on the side of a hill looking towards the water .,a man is looking at a woman .,0,en
a girl in a blue dress takes off her shoes and eats blue cotton candy .,a woman is sitting in a chair .,0,en
a small girl in a green shirt plays on a swing .,a man is playing an instrument .,0,en
"a person , in a striped blue shirt and pants , is running along .",a man is holding a sign .,0,en
a man visiting a friend in the hospital .,a person is walking .,0,en
an asian man walks a three - wheeled pedal card fully of white bags .,a man is playing an instrument .,0,en
a woman in a gray dress walks down the street .,a man is sitting on a bench .,0,en
a young asian girl is wearing a pink dress and holding an umbrella even though it is not raining .,a man is playing a game .,0,en
the white dog is carrying a ball in its mouth .,a man is holding a sign .,0,en
naked children play on the muddy river .,a man is standing outside .,0,en
a man wearing a ki has thrown a large pole .,a man is playing a guitar .,0,en
an asian woman dressed in a colorful outfit laughing .,a man is wearing a hat .,0,en
a woman with a stroll is passing a man walking a dog .,a man is playing an instrument .,0,en
a child hugs a bird .,a man is holding a camera .,0,en
"a black man wearing tan shorts , a yellow sweatshirt , and a baseball cap is holding up his hand and talking to an asian woman posing with",a man is playing an instrument .,0,en
a man dressed only in a towel is in a sa .,a man is playing an instrument .,0,en
a group of men are riding a moving walkway .,a man is outside .,0,en
"the festivities of the latin celebration has brought many visitors and enthusiastic , colorful , performers to the city .",a man is wearing a hat .,0,en
two young ladies walking down the street together .,a man is wearing a shirt .,0,en
a male baseball player for the baseball team the indians prepares to catch a ball .,a man is in a boat .,0,en
"a group of four children pose on a muddy beach , smiling and making faces .",a man is holding a sign .,0,en
a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .,a man is playing a guitar .,0,en
three people are walking on a beach .,a man is playing music .,0,en
three people on ski are standing behind a no skiing sign .,a man is in a boat .,0,en
"a close view of a guitarist in a red shirt standing outside , with a group of children playing around him .",a man is standing on a ladder .,0,en
a large african american man sitting on a camping chair .,a man is sitting on a bench .,0,en
four men wearing orange vest are putting in a steel beam on the ground .,a man is sitting on a bench .,0,en
a tattooed woman clicking on a mouse on a desk .,a man is wearing a shirt .,0,en
a motor is flying through the air above a dirt path .,a man is playing an instrument .,0,en
children are pet small turtles in the grass .,a man is playing a guitar .,0,en
two people are standing at the end of a wooden dock .,a man is playing an instrument .,0,en
"a man lying on the grass on a rugby field , holding a rugby ball .",a man is riding a bike .,0,en
an old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background,a man is holding a child .,0,en
a man wearing a red uniform and helmet stands on his motor .,a man is sitting on a bench .,0,en
families with stroll waiting in front of a carousel .,a person is riding a bike .,0,en
"two guys one in a red jacket the other in a leaf print shirt cutting cakes , they look ready to dig in .",the man is outside .,0,en
"multiple men fill the scene , one in a white button up shirt using his cell , the others wearing pink , orange , and green shirts",a man is holding a sign .,0,en
you can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere,a man is riding a bike .,0,en
"a blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pa , shovel and trucks .",a man is playing a guitar .,0,en
four dogs of varying breeds running through a field .,a man is holding a camera .,0,en
a baby is looking into what looks like a telescope .,a man is holding a microphone .,0,en
a group of men and women are sitting at a table eating and drinking .,a man is walking .,0,en
a young female standing on the deck of a boat starring at her cell while riding on the water .,a man is wearing a shirt .,0,en
a group of skier jumping down slopes with the sun directly cast in back,a man is riding a bike .,0,en
a gymnast using a set of parallel bars .,a man is sitting on a bench .,0,en
everyone on the street in the city seem to be busy doing their own thing .,a man is holding a microphone .,0,en
a female dancer wearing all white dancing while a photographer wearing all white takes her picture .,a man is playing an instrument .,0,en
a man with a beard is talking on the cell and standing next to someone who is lying down on the street .,a man is wearing a shirt .,0,en
a boy hits a tennis ball on a court .,a man is in the water .,0,en
a surfer is performing a jumping stunt in the ocean .,a man is wearing a shirt .,0,en
three children are shooting guns in the woods .,a man is wearing a shirt .,0,en
young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background .,a man is outside .,0,en
two women in bathing suits play on the beach .,a man is riding a bike .,0,en
a male with a pro leg diving for a volleyball .,a man is wearing a blue shirt,0,en
a woman in a brown shirt is kneeling in the street .,a man is riding a bike .,0,en
an american wrestler in a purple single wrestlers an opponent .,a man is sitting on a bench .,0,en
"a woman in an american military uniform sits at a table and writes the words "" sad , "" "" depressed , "" and "" hatred "" on",a man is wearing a blue shirt .,0,en
two women stand in the street both wearing matching outfits with police like jackets that say polo .,the man is outside .,0,en
a happy woman who is preparing for dinner .,a man is holding a sign .,0,en
a man is walking in the street .,a woman is walking .,0,en
"a man in a black ball cap , black jacket and pants sitting in front of a building painted white and blue with the words ing and people",a man is wearing a shirt .,0,en
asian women selling fruits from baskets at an outdoor market,a man is playing a sport .,0,en
a crowd watching a skate .,a man is standing in front of a building .,0,en
two women in linger with green feathers around waist,a man is playing a guitar .,0,en
three young girls and a baby are sitting in the grass on a blue blanket with baby toys scattered on it .,a man is wearing a shirt .,0,en
a man is in front of a dry in a lau with both hands reaching into a bin or basket .,a man is sitting in a chair .,0,en
a guy surfing in a lake or river while a boat is pulling him,a man is holding a camera .,0,en
a man grabs his crotch during a political demonstration .,a man is standing in front of a building .,0,en
a man and woman look through cd ' s at a street vendor .,a man is sitting on a bench .,0,en
a man is giving a presentation .,a man is wearing a white shirt .,0,en
"a large number of people are watching men dressed in ki , one of whom has thrown a long pole .",a man is wearing a hat .,0,en
a little boy playing outside on the cement .,a man is sitting on a bench .,0,en
two men wearing ding blue clothing are doing their job on a boat .,a man is playing an instrument .,0,en
two lacrosse players are running on the sports - field .,a man is holding a camera .,0,en
a man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe,a man is holding a sign .,0,en
"a bearded man , using a wooden pole , stir bowl - like objects around in a large metal box filled with water .",a man is wearing a shirt .,0,en
"the young asian woman is using an umbrella , and is in front of a brightly colored patch of flowers in the back .",the man is wearing a white shirt .,0,en
two men talk outdoors .,a man is wearing a shirt .,0,en
scientists frantically research ways to finally eliminate male bald .,a man is holding a sign .,0,en
"two people , one wearing an orange jersey and a white belt , and another wearing a blue jersey and a red belt are playing flag football .",a man is holding a child .,0,en
a bald man with glasses stands in front of a colorful display .,a man is sitting on a bench .,0,en
two men help each other cut a sheet of plastic .,a person is riding a bike .,0,en
a black and white dog jumps up and down in the snow .,a man is playing a game .,0,en
a silhouette of a man fishing .,a man is wearing a shirt .,0,en
a cowboy riding a horse at a rodeo .,a man is wearing a hat .,0,en
"a girl is swinging , rather high , on a swing with blue ropes with lots of trees in the background .",a man is holding a child .,0,en
small girl in an apron placing con in a woman ' s hair .,a man is playing a musical instrument .,0,en
a little girl in a gray jacket is riding her bicycle .,a woman is holding a baby .,0,en
an asian young woman wearing a white shirt and black pants is holding a pink purse .,a man is wearing a blue shirt .,0,en
a cobb street lined with houses and some pedestrians milling around .,a man is playing a musical instrument .,0,en
two men play basketball .,a man is holding a camera .,0,en
four human figures are back by a sunset .,a man is holding a sign .,0,en
a young man standing outside a lau .,a man is holding a sign .,0,en
two girls stand in front of two men selling what appears to be concert merchandise while a woman holding a microphone interviews the men behind the merchandise counter,a man is holding a child .,0,en
a small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting .,a man is sitting on a bench .,0,en
a child stands in a shower with clothes on .,a man is playing an instrument .,0,en
people sitting in a dim restaurant eating .,a man is wearing a black shirt .,0,en
"a crowd gathered on either side of a soap box derby , with a single soap box car on the road track .",a man is holding a sign .,0,en
three people are outside .,a man is holding a child .,0,en
a man dressed in a surfing shirt and blue and white shorts skill guides his yellow board with its multi sail over the crest of,a man is wearing a shirt .,0,en
a gentleman with his eyes closed playing an old flu into a microphone .,a man is standing in the street .,0,en
a man in a navy blue shirt is tossing a boy with a large smile on his face high into the air .,a man is playing an instrument .,0,en
a female guitarist is playing on stage .,a man is playing a guitar .,0,en
two women competing in a roller derby with several teammates and referee in the background .,the man is sitting,0,en
"a ribbon dancer is leaping through the air with her head back during a competition , green ribbon behind her .",a person is riding a bike .,0,en
a woman in black is getting ready in her bathroom .,a man is outside .,0,en
a crowd wearing orange cheering for their team in a stadium .,a man is holding a microphone .,0,en
two men outside of a restaurant .,a man is sitting on a bench .,0,en
the man in colorful shorts is barefoot .,a man is playing an instrument .,0,en
two men entering a brick home during the snow .,a person is riding a horse .,0,en
"two men , in their later years , one wearing a hat , the other wearing glasses are fixing some sort of machine .",a man is holding a camera .,0,en
a man looking over a bicycle ' s rear wheel in the maintenance garage with various tools visible in the background .,a woman is holding a child .,0,en
"a man in a light brownish jacket , orange under , blue jeans , and a black sat , who has many sticks of cotton",the man is wearing a shirt .,0,en
two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash .,a man is playing a guitar .,0,en
"a man in a black shirt , in a commercial kitchen , holding up meat he took out of a bag .",a man is playing a guitar .,0,en
a cheer in a tight red and white uniform is passing out white t - shirts at a sporting event .,a man is sitting on a bench .,0,en
a thin brunette woman lounge while reading on a rooftop overlooking a city .,a man is holding a child .,0,en
a young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .,a man is walking .,0,en
a group of friends are sitting at a table while drinking alcohol at their local pub .,a man is wearing a shirt .,0,en
"a man dressed in a blue shirt , tan shorts , and a red baseball cap is examining a red antique car with an u . s .",a man is standing in front of a building .,0,en
two people are sitting in a chair a lady reading and a man looking to his phone,a person is riding a bike .,0,en
a man jumping a dirt ramp on a b bike .,a man is wearing a shirt .,0,en
a girl is about to hit a tennis ball coming from above her with a rack,a man is playing an instrument .,0,en
a naked man rides a bike .,a man is playing a guitar .,0,en
a dog is running in the waves at the beach .,a man is riding a bike .,0,en
a child in an orange outfit stands holding flowers .,a man is playing a musical instrument .,0,en
a woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is,a man is outside .,0,en
the man is performing a trick on a motorcycle high in the air .,a man is standing in front of a building .,0,en
a blond woman sits on a park bench while wearing a brown tank top and olive green shorts .,a man is in a boat .,0,en
a worker shovel dirt into a wheel .,the man is wearing a shirt .,0,en
two ladies one with her fingers in her pocket and the other with a drink in her hand at a party .,a man is outside .,0,en
a woman in a black and white shirt is sitting in a chair with an animated expression on her face .,a man is holding a baby .,0,en
a woman in a green shirt is working within a large amount of vegetation that is at different stages of maturity .,a man is holding a camera .,0,en
two men are loading bal of wheat on top of a high structure on a cloudy day .,a man is wearing a shirt .,0,en
an old woman and a young man examine their bingo cards .,a man is on a bike .,0,en
a woman and a child both wearing red outfits walking up a street,a man is wearing a shirt .,0,en
"a woman in a yellow skirt is dancing with a man in a white shirt , with another couple dancing in the background .",a man is riding a bike .,0,en
two young teenage girls hiking through the snow on a cold winter day .,a man is standing in front of a building .,0,en
a man examines a bike during a yard sale .,a man is in a boat .,0,en
there are children playing in the snow and one of them is making a snow .,a man is playing a guitar .,0,en
"one man on the left with black hair , wearing glasses , and another man on the right with slightly gray black hair , without glasses but",a man is sitting on a bench .,0,en
"a man stands speaking to a crowd of sitting people , all wearing business attire .",a man is wearing a jacket .,0,en
a child buried in the sand .,the man is wearing a shirt .,0,en
two construction workers are working in front of a wall which has a bunch of names carved into it .,a man is outside .,0,en
a group of soldiers march in a parade .,a man is outside .,0,en
sl and dogs headed towards another group of sl dogs with one loose .,a man is playing an instrument .,0,en
a female within the fore is heading towards a large white colored pillar that is apart of a large building with people are lo or,a man is sitting on a bench .,0,en
a man is social with another man in the bar .,a man is playing an instrument .,0,en
a man and a child are laughing at each other .,a man is holding a child .,0,en
"a man , boy and a white dog are looking at a display of post .",a man is wearing a shirt .,0,en
a man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine .,a man is outside .,0,en
a white - clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box .,a man is holding a camera .,0,en
a man in a brown shirt and blue shorts walking in drone park .,a man is playing a musical instrument .,0,en
a bird is perched on a tree branch .,a man is playing a guitar .,0,en
"two guys walking , one carrying a skate",a man is in a boat .,0,en
"a young man is standing near his bike outside a shop called , "" sara ' s old fashioned ice cream . """,a man is standing .,0,en
a man wearing a gray tank top is collecting a red rose from a woman who is wearing a white dress,a man is riding a bike .,0,en
a cowboy riding a horse at a rodeo .,a man is in a boat .,0,en
a skate is grinding on a curb with his skate .,a man is walking .,0,en
a little boy is standing in front of a wedding party laughing .,a man is wearing a hat .,0,en
a group of people sitting and knitting .,a man is standing on a ladder .,0,en
family members standing outside a home .,a man is playing an instrument .,0,en
an older man leans against a pedestal outside of an ornate building .,a woman is sitting on a bench .,0,en
"a silver car is passing by the entrance of the hotel carmel , and several people are outside .",a man is holding a baby .,0,en
one confused man is standing and staring off into the distance in front of some ticket collecting machines .,a man is outside .,0,en
mother and daughter are meeting for the first time .,a man is wearing a shirt .,0,en
a man is riding his dirt bike through the air in the desert .,a man is standing in front of a building .,0,en
a woman in an apron is looking for bread .,a man is playing an instrument .,0,en
a lady sitting on a bench with a book on her lap with a boy and girl on either side of her .,a man is playing a musical instrument .,0,en
an older man is riding a bike with a blue laundry ham full of clothes on his handle .,a man is wearing a shirt .,0,en
an medical worker examines a young girl .,a person is riding a bike .,0,en
a person rolls down a hill riding a wagon as another watches .,a person is standing in front of a building .,0,en
"people are all standing together in front of a statue of an animal , and they are all wearing cool - weather clothing .",a man is riding a bike .,0,en
a man and a woman sitting down laughing .,a man is holding a sign .,0,en
a crowd of people is looking at something outside of a gap store .,a man is wearing a shirt .,0,en
a group of adults standing up with children in sports attire kneeling on the ground .,a man is wearing a shirt .,0,en
a large group of people walking in a busy city at night .,a man is wearing a shirt .,0,en
two dogs stand side by side in the yard .,a man is wearing a shirt .,0,en
a group of people watch a break in a red jacket do a one - handed trick .,a woman is wearing a dress .,0,en
children bath in water from large drums .,a man is outside .,0,en
two people bicycle on a path separated by small mountains .,a man is wearing a blue shirt .,0,en
two little boys wearing athletic jerseys are washing their hands in a public restroom .,a man is in the water .,0,en
six people in mid - evil style costumes wearing stil of varying length pass by a group of on .,a man is holding a camera .,0,en
instructor on basket weaving at fair,a man is holding a child .,0,en
a street performer is entertaining a gathered audience with the help of a young boy .,a woman is wearing a dress .,0,en
a man in a brown jacket stands with his arms spread .,a man is outside .,0,en
"two children , both wearing tan coats , are embracing one another .",a man is holding a camera .,0,en
a man and woman stand in front of a white building and look at their hands .,a man is outdoors .,0,en
a woman standing in front of a large tank at an aquarium turns around to look at the photographer .,a man is outside .,0,en
two people walk up to a brick building with a colorful mural on its side .,a man is working .,0,en
sexy young men stand on a balcony having a heated conversation .,a man is working with a machine .,0,en
five women with red and black halt tops and red and black mini wearing red and white shoes .,a man is wearing a blue shirt .,0,en
the white dog is pulling a large stick .,a man is wearing a hat .,0,en
two dancers in pink tops and striped cap bottoms perform on stage barefoot .,a man is riding a bike .,0,en
group of asian recording some video .,a man is wearing a shirt .,0,en
a small girl with braid blowing bubbles .,a man is holding a sign .,0,en
"a group of people , mostly in straw hats , follow a man onto a beach covered with many large rocks .",the man is wearing a shirt .,0,en
two men stand on stairs with an assortment of chairs and a woven basket in the fore .,a man is playing a guitar .,0,en
two men are working together to empty the barrel of its contents .,a man is sitting on a bench .,0,en
three people in uniform are outdoors and are observing a scene which is out of the picture .,a person is riding a bike .,0,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,a man is playing an instrument .,0,en
a group of men on a beach are chasing another man who is carrying a ball .,a man is playing a guitar .,0,en
a man dressed in a red shirt and black tie stands up at a wedding reception to make a speech .,a man is playing a guitar .,0,en
"a young child joy pulls colorful tissue paper from a decorated box , looking for his present .",a man is wearing a blue shirt .,0,en
a man walks with a cow down a dirt sidewalk .,a man is playing an instrument .,0,en
two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them .,a man is playing an instrument .,0,en
a man in a yellow shirt and helmet mountain biking down a dusty path .,a man is playing a guitar .,0,en
a woman wearing a gray sweater stands in the street near a green pole .,a man is wearing a shirt .,0,en
two women drink coffee and chat while sitting on a blanket near a rocky shore .,a man is riding a bike .,0,en
a young man with glasses and his companion are attempting to do laundry in a public place .,a man is wearing a shirt .,0,en
a small child is giving heavy metal signs,a man is playing a guitar .,0,en
kids are looking at something on a table .,a man is holding a sign .,0,en
an african - american male youth is riding a green bicycle while other people are looking at pictures on a board .,a man is standing in front of a building .,0,en
a black dog chases a boy wearing red and blue .,a man is sitting on a bench .,0,en
four children are sitting at a table eating breakfast .,a man is sitting .,0,en
"a man , wearing a white hate and sunglasses , is sitting in a white truck that says "" coast gas "" .",a man is playing a guitar .,0,en
a man in a red head an shirt is standing in front of a display case .,a man is wearing a jacket .,0,en
a woman and a young girl are sitting down and smiling .,a man is holding a baby .,0,en
passengers in a rusty yellow car driving down the street .,a man is wearing a red shirt .,0,en
a wet black lab with a red collar is standing in the water .,a man is playing a musical instrument .,0,en
a young girl in a pink shirt playing with her barbie .,a man is standing .,0,en
four youth and an elder man and woman playing in water just up to the bottom of man ' s swim trunks .,a man is standing in front of a building .,0,en
a man and woman setup a camera .,a woman is walking .,0,en
little boy getting soaked playing an outdoor water game .,a man is holding a child .,0,en
